Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Cluster,PCA1,PCA2
791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly,2,1.104570127135705,0.40261497518953726
792,50,Male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly,1,-1.491339499484906,-0.477521594359714
793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly,1,-0.8836181200883955,0.8779033865549086
794,24,Male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly,2,0.42037417512312114,-0.5129102406843217
795,69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly,1,-0.6629074923705599,-0.1604596856999494
796,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually,1,-0.6425155535197291,0.40509703401978603
797,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually,0,-0.8425775047429825,1.4505577396532838
798,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly,0,-0.5967357269205658,1.4096883724272542
799,29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months,1,-1.0380652576921139,0.4801554050662589
800,55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually,1,-1.3185671082976878,-0.1595711025430367
801,32,Male,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,1,-0.6472869084464804,-1.8782930781385598
802,25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,2,0.9211597066613482,0.18138704515471774
803,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly,2,0.434639345837031,-1.09185099482279
804,32,Male,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months,1,-0.8026447835266396,-0.9561355763122932
805,43,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly,1,-1.1084981548296895,-1.0111453366745093
806,41,Male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly,1,-1.2692251522730524,-0.12505892655912143
807,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly,1,-2.1937353695315993,-0.23952294260923643
808,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly,2,0.6962124287093321,0.3829516243793843
809,46,Male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months,0,-0.36589450727546097,2.2751393557955155
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly,0,-0.1397054995273896,1.9169999910635735
811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly,0,-0.34726063127658924,2.006344271558061
812,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly,1,-0.6065789320769227,-0.8851747631381428
813,64,Male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly,1,-1.7104685988031259,-0.23861363313383513
814,54,Male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually,1,-0.8305737599616035,-1.2523149475441062
815,31,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly,2,0.7705020432189434,-0.08826337107682337
816,30,Male,Hat,Accessories,84,West Virginia,L,Teal,Spring,3.0,Yes,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly,0,-0.06998624054647232,0.31819998845214775
817,26,Male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly,1,-0.04207820211204116,-0.4919037449374138
818,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Fortnightly,1,0.029336870764801848,0.3119411998861414
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly,0,-0.6017689620173341,2.233601973352469
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly,1,-0.7902767351065898,0.5850119096947218
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly,1,-1.650846804557998,-1.3971939341208919
822,62,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly,1,-1.488118532357813,-0.07835543518100997
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually,1,-0.17481708785047675,-0.10879204515610602
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly,1,-0.9272168344646196,-2.13905861654262
825,61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3.0,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly,0,-1.958860432986762,1.0269165416441846
826,27,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly,2,0.7872295727766049,0.8284169976410157
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly,0,-0.9758312710015378,1.2445711786256792
828,31,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly,1,-0.24584444021994245,0.6067064713748995
829,24,Male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly,2,0.20876751912350056,0.39707128589823465
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly,2,-0.19198884273710834,-0.7160606752100118
831,41,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card,Annually,2,0.8311593282359224,0.485926019540435
832,66,Male,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,Yes,Express,Yes,Yes,47,Cash,Every 3 Months,0,-1.8960703846561457,1.3247564399831118
833,58,Male,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,0,-1.355446908819425,-0.331355782406204
834,43,Male,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Annually,2,0.1611208082016213,-0.1736867050106457
835,52,Male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18,Credit Card,Weekly,0,-0.4023693486410849,0.16912001054175144
836,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,Weekly,1,-0.7630125433134484,-1.8058866045276643
837,23,Male,Gloves,Accessories,90,West Virginia,L,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly,2,0.8083436168863148,1.1497136280565226
838,25,Male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,Yes,Express,Yes,Yes,33,Cash,Every 3 Months,1,0.060761797342753644,0.7486976204320153
839,33,Male,Coat,Outerwear,29,Kentucky,M,Gray,Spring,4.3,Yes,Express,Yes,Yes,49,Credit Card,Annually,1,-1.1122987600309915,0.6656935841657186
840,48,Male,Shirt,Clothing,31,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months,1,-0.6921776335480534,-1.9665676716891012
841,42,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,Weekly,1,-0.2495355794252729,-0.47983816392718137
842,55,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Fortnightly,0,-1.1249925251914084,-0.026384318359188037
843,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,Yes,25,PayPal,Weekly,0,-0.7668303955946917,0.7237993972069083
844,65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly,2,-0.42638909243322765,-0.37952206203281463
845,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,44,Venmo,Bi-Weekly,1,-1.6219553211371993,0.9732839044043337
846,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30,Venmo,Monthly,1,-0.5665660298510101,-0.6029821640021746
847,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,42,Debit Card,Quarterly,0,-1.211335833583665,0.9604663332545493
848,53,Male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30,PayPal,Monthly,1,-0.9822898269130521,0.23387445980595095
849,48,Male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly,0,-0.8324980294718153,0.64483679827705
850,23,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24,PayPal,Quarterly,2,0.6009287164406735,0.8142197359212506
851,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,Monthly,1,-1.6462603054989993,-2.2587840079453243
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly,2,0.07336895541450965,0.0211776567006503
853,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months,2,0.19499336282497007,0.6195323920489313
854,62,Male,Hat,Accessories,43,Delaware,L,Orange,Winter,4.0,Yes,Free Shipping,Yes,Yes,35,Cash,Monthly,1,-1.5615440271159255,0.21957599881873222
855,21,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22,Venmo,Monthly,2,0.5903287689902156,0.3302961101398145
856,70,Male,Socks,Clothing,76,Oregon,L,Gold,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly,1,-1.0500287910463717,-0.45531270313873645
857,55,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,47,Debit Card,Fortnightly,1,-2.093717897296718,-0.10110432739751267
858,43,Male,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3.0,Yes,Standard,Yes,Yes,50,Debit Card,Every 3 Months,0,-1.7093899971965911,0.2916272765912874
859,19,Male,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly,1,-0.4332853151861836,-0.863912871184067
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4.0,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly,2,0.43513628860564374,0.2557255144674364
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,Monthly,2,1.5401267410783284,0.6862906874725475
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months,0,-0.6874729394868263,1.1354253285444795
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13,PayPal,Fortnightly,2,1.6650981619948892,1.6325787052950773
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,1,-1.4323242423975644,0.33959237437129786
865,51,Male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually,2,0.19725408773833053,-0.2677318919258747
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually,1,-0.9911708100645211,0.13377942883790397
867,67,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly,1,-0.998843072593898,-0.9727055066220168
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly,1,-0.7306581522126521,-1.390173984569856
869,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months,2,0.6862048454705502,-0.3048777045355769
870,38,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Weekly,1,-0.9985320016497435,-0.5914268993166707
871,66,Male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly,2,-0.8623653783802538,-1.3647804439051903
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly,1,-1.9762785076059763,-0.6861394176646642
873,56,Male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly,1,-1.4508105994547742,-1.2669271458922908
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,Quarterly,0,-0.28751090441394483,0.9986259354910715
875,25,Male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months,2,1.1935633828983936,0.5893821336887658
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months,2,0.5084527982031525,-0.48269541546532124
877,41,Male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly,2,0.6123054802244228,-0.6304575321447159
878,64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months,0,-1.4690547235332168,1.8465901667887292
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,Weekly,0,0.5868819907232564,2.4247378139047067
880,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,Quarterly,2,-0.3214567093801709,0.5458575907608284
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,Yes,25,Debit Card,Monthly,0,-0.3379700402385607,0.062329286710383444
882,52,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,Annually,1,-0.8151939844413882,-0.909838564153472
883,50,Male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,Every 3 Months,1,-1.3530652558621041,-0.05384764566347855
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly,1,-0.05078636218139556,0.34077157783721923
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly,0,-1.1770413408326514,1.4771828522516046
886,41,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months,0,-0.654490649609084,2.4973336203010597
887,19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Monthly,0,-0.569063670534874,0.715965380477448
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly,1,-1.9890180577141616,-0.3967109445309843
889,49,Male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,44,Cash,Annually,0,-1.2663127890460266,1.048495549109382
890,59,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly,0,-2.1187370270598955,0.6474611565120757
891,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly,0,-1.4819707729676266,1.070822134982275
892,20,Male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months,1,0.22600563886256742,-0.428675466839969
893,31,Male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Monthly,0,-1.0482830435705774,-0.021493527374166037
894,33,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,Monthly,2,0.7246135664192738,0.567946071918084
895,44,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,Quarterly,2,0.5170083495039841,-0.3609388209071208
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly,0,-0.13404860418805747,1.538674550493371
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,Fortnightly,1,-1.7875111600222044,0.521312728163502
898,29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly,0,-0.5583788023646106,1.3800580588350462
899,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months,2,-0.521919925839015,0.04050507658096929
900,65,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,Yes,20,PayPal,Annually,1,-0.8859590015583643,0.15033226890445145
901,54,Male,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly,0,-1.2703441255465615,1.238386143883475
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,Monthly,0,-0.9091370134593406,1.446243221071369
903,43,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Monthly,2,-0.07294386893889127,-1.5908433810145792
904,44,Male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3,PayPal,Quarterly,2,0.1780558307888669,-1.1870670894523354
905,69,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months,0,-2.1242217960294627,0.9546646393046548
906,46,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually,2,-0.397155248734629,-0.6767832249706682
907,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly,2,0.005576302587072009,0.4153453387941503
908,32,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34,Credit Card,Bi-Weekly,1,-0.25302338441446015,0.6727837748952301
909,26,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months,2,1.2361068997706832,0.7143248095966633
910,61,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly,1,-1.921605011138906,-0.5713426819959125
911,49,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,Monthly,1,-0.94178754290195,-1.0924078781013105
912,53,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly,2,-0.013048837362298154,-0.9579348205215148
913,24,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly,1,-0.1391207067660388,0.10421032013744964
914,37,Male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months,1,-0.8875467561494836,-0.9778392282433103
915,43,Male,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27,Venmo,Every 3 Months,0,-0.24144798494172942,0.7692652819155879
916,31,Male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly,1,-0.9633592598658345,-1.2112037961286293
917,49,Male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,Monthly,1,-0.8759312933149529,-1.6514466737485554
918,69,Male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly,2,-0.7107972728180415,-0.24046001255575286
919,65,Male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly,1,-0.5484889430119183,-0.2564748841047664
920,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly,2,-0.19084294611551933,-0.44551519711777815
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly,0,-0.2171017411551081,1.616654223108937
922,70,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly,1,-1.2726616080978888,-0.7172027969794698
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Monthly,2,-0.4180154768812064,0.18186257859033117
924,55,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly,1,-0.2349049902702313,-0.8736011056702586
925,52,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37,Cash,Quarterly,0,-1.257099528853391,0.4116478188144399
926,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly,2,1.8271174287351961,1.5641963368648788
927,54,Male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly,2,0.1003614828992151,0.4190578922808529
928,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,Venmo,Bi-Weekly,2,1.3167012443633208,0.8392917976678508
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months,1,-1.840721634761862,-0.6165006245825194
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly,0,-0.35331212456533817,1.7053198207761007
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly,2,0.9351326404628818,1.2793658726798292
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,Fortnightly,1,0.2734294145616512,-0.024105525019017925
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly,1,-2.440322298706568,-0.7021886466901904
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Monthly,0,-1.8390286210509632,0.011851067837509555
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly,1,-0.4117853982373781,-0.280168673739365
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly,2,-0.489639355699447,-1.751380269673701
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly,0,-0.2152257385077161,0.051773109524358464
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly,1,-0.4309432114662676,-1.7746616850941828
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly,0,0.8381393327431048,2.0095908740893185
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly,0,1.035605570667769,1.9422372834147736
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months,1,-0.7289807642572991,-1.5126772019848884
